CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,LAT,LONG
40763881,GNOCCO,MANHATTAN,337,EAST   10 STREET,10009,2126771913,Italian,9/18/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,B,40.7271558,-73.980247
41656679,KAHVE,MANHATTAN,774,9 AVENUE,10019,3059151740,CafÃ©/Coffee/Tea,4/25/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,B,40.7644067,-73.9879292
40394053,FLIGHT 151,MANHATTAN,151,8 AVENUE,10011,2122291868,American,4/1/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,B,40.742108,-74.0012107
41453018,ROCK BAR,MANHATTAN,185,CHRISTOPHER STREET,10014,2126751864,American,3/3/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,40.7327028,-74.0097134
41538728,BOWLMOR LANE,MANHATTAN,222,WEST   44 STREET,10036,2126800012,American,6/20/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,,40.7576666,-73.9872029
50007708,BAGEL EXPRESS11,MANHATTAN,1228,2ND AVE,10065,2128793960,Bagels/Pretzels,6/1/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22,B,40.7639097,-73.9615456
50032973,CHIPOTLE MEXICAN GRILL,MANHATTAN,1,NEW YORK PLZ,10004,6468823252,Mexican,5/12/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,40.7021004,-74.0120105
41167449,SUBWAY,MANHATTAN,512,7 AVENUE,10018,2122210422,Sandwiches,10/28/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,40.7534396,-73.989532
50004389,ROXY DINER,MANHATTAN,694,8TH AVE,10036,2125759700,American,4/28/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.758268,-73.988609
50036665,SUSHI STAR,MANHATTAN,462,9TH AVE,10018,2122791010,Asian,6/6/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,,,40.7544247,-73.9951541
40388194,SOB's,MANHATTAN,200,VARICK STREET,10014,2122434940,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/9/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,37,,40.7282099,-74.0047202
40716092,TRIBECA PARK CAFE,MANHATTAN,1,WALKER STREET,10013,2122260665,Delicatessen,5/22/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,40.7198099,-74.0054595
40396494,CORNER CAFE AND BAKERY,MANHATTAN,1645-1651,THIRD AVENUE,10128,2128608060,American,12/8/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,,40.7826745,-73.9508638
41462643,OBAO,MANHATTAN,222,EAST   53 STREET,10022,2123085588,Thai,11/21/2013,No violations were recorded at the time of this inspection.,,,Not Applicable,,,40.7571543,-73.9685611
41297441,"DESSERT CLUB, CHIKALICIOUS",MANHATTAN,204,EAST   10 STREET,10003,2124750929,Bakery,7/20/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,40.7294468,-73.9863997
41594932,SUBWAY,MANHATTAN,223,AVENUE B,10009,2122604206,Sandwiches,2/26/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,,40.728999,-73.9781359
40511194,SILVER SPURS/MOLCAJATE TAQUERIA,MANHATTAN,490494,LA GUARDIA PLACE,10012,2122282333,American,9/16/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,40.7280718,-73.9989723
41365614,MANSIONS CATERING,MANHATTAN,4042,WEST    8 STREET,10011,9176573934,Chinese,9/2/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,40.5896668,-73.9784996
40575519,MOLYVOS,MANHATTAN,871,7 AVENUE,10019,2125827500,Greek,10/4/2014,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,40.7644251,-73.9805666
41478828,LITTLE LUZZO'S,MANHATTAN,119,EAST   96 STREET,10128,2123692300,Pizza/Italian,5/1/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,40.7864032,-73.9515267
50001081,FUZHOU ANPING FISHBALL,MANHATTAN,25,CATHERINE ST,10038,2126086660,Chinese,3/28/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,40.71271,-73.9968465
41434866,BELLA VITA,MANHATTAN,158,WEST   58 STREET,10019,2126647670,Pizza,7/8/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,30,C,40.7656726,-73.978792
50046638,SOFIA WINE BAR,MANHATTAN,242,E 50TH ST,10022,2128888660,Pizza/Italian,5/10/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,,40.7549809,-73.9691466
41573997,CAFE CLEMENTINE,MANHATTAN,227,WEST BROADWAY,10013,6462439671,Sandwiches/Salads/Mixed Buffet,8/11/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,40.7192113,-74.0060184
41439805,COLBEH,MANHATTAN,32,WEST 39 STREET,10018,2123548181,Jewish/Kosher,5/5/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.7520636,-73.9840252
41720266,GELATO TI AMO,MANHATTAN,12,JOHN STREET,10038,2124701159,"Ice Cream, Gelato, Yogurt, Ices",4/9/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,,40.7098261,-74.0091249
50045154,RIU PLAZA NEW YORK TIMES SQUARE HOTEL,MANHATTAN,305,W 46TH ST,10036,3053333264,Armenian,9/1/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.7600063,-73.9884674
41068173,ALBION,MANHATTAN,575,2 AVENUE,10016,2126796799,American,7/16/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,35,,40.7433518,-73.9773145
41631799,PARM,MANHATTAN,248,MULBERRY STREET,10012,2129937189,Italian,3/9/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,40.723027,-73.9956459
40929097,PIANOS,MANHATTAN,158,LUDLOW STREET,10002,2125053733,American,3/16/2016,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,16,,40.7210244,-73.9877377
41353037,DISIAC LOUNGE,MANHATTAN,400 1/2,WEST   54 STREET,10019,2125869880,American,8/15/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,40.76607,-73.9875653
41386974,FLIP,MANHATTAN,1000,3 AVENUE,10022,2127052991,American,6/10/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,,40.7617753,-73.9666667
50017275,SWEETGREEN,MANHATTAN,100,KENMARE ST,10012,6469645012,Salads,1/6/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,25,,40.7210276,-73.9972564
41149575,BRASSERIE RUHLMANN,MANHATTAN,45,ROCKEFELLER PLAZA,10111,2129742020,French,11/24/2014,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,11,A,40.7590884,-73.9775995
50043730,PIZZA BAR,MANHATTAN,151,W 34TH ST,10001,2036563661,Pizza,3/30/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,40.7507917,-73.9895261
41693250,YEAH SHANGHAI DELUXE,MANHATTAN,50,MOTT STREET,10013,2125664884,Chinese,11/28/2014,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,30,,40.7154157,-73.9984128
41602357,JUST MADE SUSHI (DD MARU),MANHATTAN,267,WEST   17 STREET,10011,6467240508,Japanese,12/6/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,19,,40.7416179,-74.000685
41326196,GOLDEN WOKS,MANHATTAN,159,CHRISTOPHER STREET,10014,2124638182,Chinese,9/9/2015,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,26,,40.7328638,-74.008371
41445856,WICHCRAFT,MANHATTAN,61,WEST   62 STREET,10023,2127800577,Sandwiches,7/31/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,40.7711351,-73.9828924
40512297,BARRACUDA BAR,MANHATTAN,275,WEST   22 STREET,10011,2126458613,American,1/8/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,,40.744594,-73.998305
50007472,SUBWAY,MANHATTAN,2165,FREDERICK DOUGLASS BLVD,10026,2122223748,Sandwiches/Salads/Mixed Buffet,4/22/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,40.8048921,-73.9552598
